eip,title,status,type,author,created
3300,Phase out refunds,William Morriss (@wjmelements),https://ethereum-magicians.org/t/eip-3300-phase-out-refunds/5434,Stagnant,Standards Track
,,,,,
3322,Account gas storage opcodes,William Morriss (@wjmelements),https://ethereum-magicians.org/t/eip-3322-efficient-gas-storage/5470,Stagnant,Standards Track
,,,,,
3326,Wallet Switch Ethereum Chain RPC Method (`wallet_switchEthereumChain`),Erik Marks (@rekmarks),https://ethereum-magicians.org/t/eip-3326-wallet-switchethereumchain,Stagnant,Standards Track
,,,,,
3332,MEDGASPRICE Opcode,Justice Hudson (@jchancehud),https://ethereum-magicians.org/t/medgasprice-opcode-eip/5480,Withdrawn,Standards Track
,,,,,
3336,Paged memory allocation for the EVM,Nick Johnson (@arachnid),https://ethereum-magicians.org/t/eips-3336-and-3337-improving-the-evms-memory-model/5482,Stagnant,Standards Track
,,,,,
3337,Frame pointer support for memory load and store operations,Nick Johnson (@arachnid),https://ethereum-magicians.org/t/eips-3336-and-3337-improving-the-evms-memory-model/5482,Stagnant,Standards Track
,,,,,
3338,Limit account nonce to 2^52,"Micah Zoltu (@MicahZoltu), Alex Beregszaszi (@axic)",https://ethereum-magicians.org/t/eip-2681-limit-account-nonce-to-2-64-1/4324,Withdrawn,Withdrawn in favor of [EIP-2681](./eip-2681.md)
,,,,,
3368,"Increase block rewards to 3 ETH, with 2 Year Decay to 1 ETH Scheduled",Michael D. Carter (@BitsBeTrippin),https://ethereum-magicians.org/t/eip-3368-block-reward-increase-w-decay-for-next-two-years/5550,Stagnant,Standards Track
,,,,,
3372,5 FNV primes for ethash,Stagnant,Standards Track,Core,"mineruniter969 (@mineruniter969), mineruniter969 <mineruniter969@tutanota.com>"
,,,,,
3374,Predictable Proof-of-Work (POW) Sunsetting,Query0x (@Query0x),https://ethereum-magicians.org/t/eip-3374-predictable-proof-of-work-sunsetting,Withdrawn,Standards Track
,,,,,
3382,Hardcoded Block Gas Limit,Philippe Castonguay (@PhABC),https://ethereum-magicians.org/t/eip-3382-hardcoded-gas-limit,Withdrawn,The author prefers [EIP-3756](./eip-3756.md)
,,,,,
3386,ERC-721 and ERC-1155 to ERC-20 Wrapper,Calvin Koder (@ashrowz),#3384,Stagnant,Standards Track
,,,,,
3403,Partial removal of refunds,"Vitalik Buterin (@vbuterin), Martin Swende (@holiman)",https://ethereum-magicians.org/t/eip-3298-removal-of-refunds/5430,Stagnant,Standards Track
,,,,,
3416,Median Gas Premium,"HexZorro (@hexzorro), Mojtaba Tefagh (@mtefagh)",https://ethereum-magicians.org/t/eip-3416-median-gas-premium/5755,Stagnant,Standards Track
,,,,,
3436,Expanded Clique Block Choice Rule,Danno Ferrin (@shemnon),https://ethereum-magicians.org/t/eip-3436-expanded-clique-block-choice-rule/5809,Stagnant,Standards Track
,,,,,
3440,ERC-721 Editions Standard,Nathan Ginnever (@nginnever),https://ethereum-magicians.org/t/eip-3340-nft-editions-standard-extension/6044,Stagnant,Standards Track
,,,,,
3448,MetaProxy Standard,A minimal bytecode implementation for creating proxy contracts with immutable metadata attached to the bytecode,pinkiebell (@pinkiebell),https://ethereum-magicians.org/t/erc-3448-metaproxy-factory/5834,Final
,,,,,
3450,Standardized Shamir Secret Sharing Scheme for BIP-39 Mnemonics,Daniel Streit (@danielstreit),https://ethereum-magicians.org/t/erc-3450-standard-for-applying-shamirs-to-bip-39-mnemonics/5844,Stagnant,Standards Track
,,,,,
3455,SUDO Opcode,A new opcode is introduced to allow calling from an arbitrary sender address.,"William Morriss (@wjmelements), Baptiste Vauthey (@thabaptiser)",https://ethereum-magicians.org/t/eip-3455-sudo-opcode/5860,Draft
,,,,,
3475,Abstract Storage Bonds,Interface for creating tokenized obligations with abstract on-chain metadata storage,"Yu Liu (@yuliu-debond), Varun Deshpande (@dr-chain), Cedric Ngakam (@drikssy), Dhruv Malik (@dhruvmalik007), Samuel Gwlanold Edoumou (@Edoumou), Toufic Batrice (@toufic0710)",https://ethereum-magicians.org/t/eip-3475-multiple-callable-bonds-standard/8691,Final
,,,,,
3508,Transaction Data Opcodes,Alex Papageorgiou (@alex-ppg),https://ethereum-magicians.org/t/eip-draft-transaction-data-opcodes/6017,Stagnant,Standards Track
,,,,,
3520,Transaction Destination Opcode,Alex Papageorgiou (@alex-ppg),https://ethereum-magicians.org/t/eip-3520-transaction-destination-opcode/6058,Stagnant,Standards Track
,,,,,
3521,Reduce access list cost,Matt Garnett (@lightclient),https://ethereum-magicians.org/t/eip-3521-reduce-access-list-cost/6072,Stagnant,Standards Track
,,,,,
3525,Semi-Fungible Token,Defines a specification where ERC-721 compatible tokens with the same SLOT and different IDs are fungible.,"Will Wang (@will42w), Mike Meng <myan@solv.finance>, Yi Cai (@YeeTsai) <yee.tsai@gmail.com>, Ryan Chow <ryanchow@solv.finance>, Zhongxin Wu (@Nerverwind), AlvisDu (@AlvisDu)",https://ethereum-magicians.org/t/eip-3525-the-semi-fungible-token,Final
,,,,,
3529,Reduction in refunds,"Vitalik Buterin (@vbuterin), Martin Swende (@holiman)",https://ethereum-magicians.org/t/eip-3529-reduction-in-refunds-alternative-to-eip-3298-and-3403-that-better-preserves-existing-clearing-incentives/6097,Final,Standards Track
,,,,,
3534,Restricted Chain Context Type Transactions,Isaac Ardis (@whilei),https://ethereum-magicians.org/t/eip-3534-restricted-chain-context-transaction-type/6112,Stagnant,Standards Track
,,,,,
3540,EOF - EVM Object Format v1,EOF is an extensible and versioned container format for EVM bytecode with a once-off validation at deploy time.,"Alex Beregszaszi (@axic), Paweł Bylica (@chfast), Andrei Maiboroda (@gumb0), Matt Garnett (@lightclient)",https://ethereum-magicians.org/t/evm-object-format-eof/5727,Review
,,,,,
3541,Reject new contract code starting with the 0xEF byte,"Alex Beregszaszi (@axic), Paweł Bylica (@chfast), Andrei Maiboroda (@gumb0), Alexey Akhunov (@AlexeyAkhunov), Christian Reitwiessner (@chriseth), Martin Swende (@holiman)",https://ethereum-magicians.org/t/evm-object-format-eof/5727,Final,Standards Track
,,,,,
3554,Difficulty Bomb Delay to December 2021,James Hancock (@madeoftin),https://ethereum-magicians.org/t/eip-3554-ice-age-delay-targeting-december-2021/6188,Final,Standards Track
,,,,,
3561,Trust Minimized Upgradeability Proxy,proxy with a delay before specified upgrade goes live,Sam Porter (@SamPorter1984),https://ethereum-magicians.org/t/trust-minimized-proxy/5742,Review
,,,,,
3569,Sealed NFT Metadata Standard,Sean Papanikolas (@pizzarob),https://ethereum-magicians.org/t/eip-3569-sealed-nft-metadata-standard/7130,Stagnant,Standards Track
,,,,,
3584,Block Access List,"Gajinder Singh (@g11in), Piper Merriam (@pipermerriam)",https://ethresear.ch/t/block-access-list-v0-1/9505,Stagnant,Standards Track
,,,,,
3589,Assemble assets into NFTs,"Zhenyu Sun (@Ungigdu), Xinqi Yang (@xinqiyang)",#3590,Stagnant,Standards Track
,,,,,
3607,Reject transactions from senders with deployed code,Do not allow transactions for which `tx.sender` has any code deployed.,"Dankrad Feist (@dankrad), Dmitry Khovratovich (@khovratovich), Marius van der Wijden (@MariusVanDerWijden)",#3608,Final
,,,,,
3643,T-REX - Token for Regulated EXchanges,An institutional grade security token standard that provides interfaces for the management and compliant transfer of security tokens.,"Joachim Lebrun (@Joachim-Lebrun), Tony Malghem (@TonyMalghem), Kevin Thizy (@Nakasar), Luc Falempin (@lfalempin), Adam Boudjemaa (@Aboudjem)",Standards Track,ERC
,,,,,
3651,Warm COINBASE,Starts the `COINBASE` address warm,William Morriss (@wjmelements),https://ethereum-magicians.org/t/eip-3651-warm-coinbase/6640,Final
,,,,,
3668,CCIP Read: Secure offchain data retrieval,CCIP Read provides a mechanism to allow a contract to fetch external data.,Nick Johnson (@arachnid),https://ethereum-magicians.org/t/durin-secure-offchain-data-retrieval/6728,Final
,,,,,
3670,EOF - Code Validation,Validate EOF bytecode for correctness at the time of deployment.,"Alex Beregszaszi (@axic), Andrei Maiboroda (@gumb0), Paweł Bylica (@chfast)",https://ethereum-magicians.org/t/eip-3670-eof-code-validation/6693,Review
,,,,,
3675,Upgrade consensus to Proof-of-Stake,Specification of the consensus mechanism upgrade on Ethereum Mainnet that introduces Proof-of-Stake,"Mikhail Kalinin (@mkalinin), Danny Ryan (@djrtwo), Vitalik Buterin (@vbuterin)",https://ethereum-magicians.org/t/eip-3675-upgrade-consensus-to-proof-of-stake/6706,Final
,,,,,
3690,EOF - JUMPDEST Table,"A special EOF section for storing the list of JUMPDESTs, which simplifies execution time analysis.","Alex Beregszaszi (@axic), Paweł Bylica (@chfast), Andrei Maiboroda (@gumb0)",https://ethereum-magicians.org/t/eip-3690-eof-jumpdest-table/6806,Stagnant
,,,,,
3709,Remove Support for Type 1 Transactions,Gregory Markou (@GregTheGreek),https://ethereum-magicians.org/t/eip-3709-deprecate-type-1-transactions/6810,Stagnant,Standards Track
,,,,,
3722,Poster,A ridiculously simple general purpose social media smart contract.,Auryn Macmillan (@auryn-macmillan),https://ethereum-magicians.org/t/eip-poster-a-ridiculously-simple-general-purpose-social-media-smart-contract/6751,Stagnant
,,,,,
3754,A Vanilla Non-Fungible Token Standard,NFTs for representing abstract ownership,Simon Tian (@simontianx),#3753,Stagnant
,,,,,
3756,Gas Limit Cap,Set an in-protocol cap for the gas limit,lightclient (@lightclient),https://ethereum-magicians.org/t/eip-3756-gas-limit-cap/6921,Stagnant
,,,,,
3770,Chain-specific addresses,Prepending chain-specific addresses with a human-readable chain identifier,"Lukas Schor (@lukasschor), Richard Meissner (@rmeissner), Pedro Gomes (@pedrouid), ligi <ligi@ligi.de>",https://ethereum-magicians.org/t/chain-specific-addresses/6449,Review
,,,,,
3772,Compressed Integers,"Using lossy compression on uint256 to improve gas costs, ideally by a factor up to 4x.",Soham Zemse (@zemse),#3772,Stagnant
,,,,,
3779,Safer Control Flow for the EVM,Ensure an essential level of safety for EVM code.,"Greg Colvin (@gcolvin), Greg Colvin <greg@colvin.org>, Brooklyn Zelenka (@expede)",https://ethereum-magicians.org/t/eip-3779-safe-control-flow-for-the-evm/6975,Withdrawn
,,,,,
3788,Strict enforcement of chainId,Reject transactions that do not explicitly have the same chainId as the node's configuration.,Gregory Markou (@GregTheGreek),https://ethereum-magicians.org/t/discussion-to-eip-3788-strict-enforcement-of-chainid/7001,Stagnant
,,,,,
3855,PUSH0 instruction,Introduce a new instruction which pushes the constant value 0 onto the stack,"Alex Beregszaszi (@axic), Hugo De la cruz (@hugo-dc), Paweł Bylica (@chfast)",https://ethereum-magicians.org/t/eip-3855-push0-instruction/7014,Final
,,,,,
3860,Limit and meter initcode,Limit the maximum size of initcode to 49152 and apply extra gas cost of 2 for every 32-byte chunk of initcode,"Martin Holst Swende (@holiman), Paweł Bylica (@chfast), Alex Beregszaszi (@axic), Andrei Maiboroda (@gumb0)",https://ethereum-magicians.org/t/eip-3860-limit-and-meter-initcode/7018,Final
,,,,,
3978,Gas refunds on reverts,Reprice reverted SSTORE/CREATE/SELFDESTRUCT/LOGX operations gas via gas refund mechanism,"Anton Bukov (@k06a), Mikhail Melnik (@ZumZoom)",https://ethereum-magicians.org/t/eip-3978-gas-refunds-on-reverts/7071/,Stagnant
,,,,,
4,EIP Classification,Joseph Chow (@ethers),Final,Meta,2015-11-17
,,,,,
4200,EOF - Static relative jumps,"RJUMP, RJUMPI and RJUMPV instructions with a signed immediate encoding the jump destination","Alex Beregszaszi (@axic), Andrei Maiboroda (@gumb0), Paweł Bylica (@chfast)",https://ethereum-magicians.org/t/eip-3920-static-relative-jumps/7108,Review
,,,,,
4337,Account Abstraction Using Alt Mempool,"An account abstraction proposal which completely avoids consensus-layer protocol changes, instead relying on higher-layer infrastructure.","Vitalik Buterin (@vbuterin), Yoav Weiss (@yoavw), Kristof Gazso (@kristofgazso), Namra Patel (@namrapatel), Dror Tirosh (@drortirosh), Shahaf Nacson (@shahafn), Tjaden Hess (@tjade273)",https://ethereum-magicians.org/t/erc-4337-account-abstraction-via-entry-point-contract-specification/7160,Draft
,,,,,
4341,Ordered NFT Batch Standard,The ordering information of multiple NFTs is retained and managed,Simon Tian (@simontianx),#3782,Stagnant
,,,,,
4345,Difficulty Bomb Delay to June 2022,Delays the difficulty bomb to be noticeable in June 2022.,"Tim Beiko (@timbeiko), James Hancock (@MadeOfTin), Thomas Jay Rush (@tjayrush)",https://ethereum-magicians.org/t/eip-4345-difficulty-bomb-delay-to-may-2022/7209,Final
,,,,,
4353,Interface for Staked Tokens in NFTs,This interface enables access to publicly viewable staking data of an NFT.,"Rex Creed (@aug2uag), Dane Scarborough <dane@nftapps.us>",https://ethereum-magicians.org/t/eip-4353-viewing-staked-tokens-in-nft/7234,Stagnant
,,,,,
4361,Sign-In with Ethereum,Off-chain authentication for Ethereum accounts to establish sessions.,"Wayne Chang (@wyc), Gregory Rocco (@obstropolos), Brantly Millegan (@brantlymillegan), Nick Johnson (@Arachnid)",https://ethereum-magicians.org/t/eip-4361-sign-in-with-ethereum/7263,Review
,,,,,
4393,Micropayments for NFTs and Multi Tokens,An interface for tip tokens that allows tipping to holders of NFTs and multi tokens,Jules Lai (@julesl23),https://ethereum-magicians.org/t/eip-proposal-micropayments-standard-for-nfts-and-multi-tokens/7366,Draft
,,,,,
4396,Time-Aware Base Fee Calculation,Accounts for block time in the base fee calculation to target a stable throughput by time instead of by block.,Ansgar Dietrichs (@adietrichs),https://ethereum-magicians.org/t/eip-4396-time-aware-base-fee-calculation/7363,Stagnant
,,,,,
4399,Supplant DIFFICULTY opcode with PREVRANDAO,Expose beacon chain randomness in the EVM by supplanting DIFFICULTY opcode semantics,"Mikhail Kalinin (@mkalinin), Danny Ryan (@djrtwo)",https://ethereum-magicians.org/t/eip-4399-supplant-difficulty-opcode-with-random/7368,Final
,,,,,
4400,EIP-721 Consumable Extension,Interface extension for EIP-721 consumer role,"Daniel Ivanov (@Daniel-K-Ivanov), George Spasov (@Perseverance)",https://ethereum-magicians.org/t/EIP-4400-EIP721consumer-extension/7371,Final
,,,,,
4430,Described Transactions,A technique for contracts to provide a human-readable description of a transaction's side-effects.,"Richard Moore (@ricmoo), Nick Johnson (@arachnid)",https://ethereum-magicians.org/t/discussion-eip-4430-described-transactions/8762,Stagnant
,,,,,
4444,Bound Historical Data in Execution Clients,Prune historical data in clients older than one year,"George Kadianakis (@asn-d6), lightclient (@lightclient), Alex Stokes (@ralexstokes)",https://ethereum-magicians.org/t/eip-4444-bound-historical-data-in-execution-clients/7450,Stagnant
,,,,,
4488,Transaction calldata gas cost reduction with total calldata limit,Greatly decreases the gas cost of transaction calldata and simultaneously caps total transaction calldata in a block,"Vitalik Buterin (@vbuterin), Ansgar Dietrichs (@adietrichs)",https://ethereum-magicians.org/t/eip-4488-transaction-calldata-gas-cost-reduction-with-total-calldata-limit/7555,Standards Track
,,,,,
4494,Permit for ERC-721 NFTs,ERC-712-singed approvals for ERC-721 NFTs,"Simon Fremaux (@dievardump), William Schwab (@wschwab)",https://ethereum-magicians.org/t/eip-extending-erc2612-style-permits-to-erc721-nfts/7519/2,Draft
,,,,,
4519,Non-Fungible Tokens Tied to Physical Assets,Interface for non-fungible tokens representing physical assets that can generate or recover their own accounts and obey users.,"Javier Arcenegui (@Hardblock-IMSE-CNM), Rosario Arjona (@RosarioArjona), Roberto Román <roman@imse-cnm.csic.es>, Iluminada Baturone (@lumi2018)",https://ethereum-magicians.org/t/new-proposal-of-smart-non-fungible-token/7677,Final
,,,,,
4520,Mult-byte opcodes prefixed by EB and EC.,Reserve `0xEB` and `0xEC` for usage as extended opcode space.,"Brayton Goodall (@Spore-Druid-Bray), Mihir Faujdar (@uink45)",https://ethereum-magicians.org/t/multi-byte-opcodes/7681,Stagnant
,,,,,
4521,721/20-compatible transfer,Recommends a simple extension to make NFTs compatible with apps and contracts that handle fungibles.,Ross Campbell (@z0r0z),https://ethereum-magicians.org/t/eip-4521-721-20-compatible-transfer/7903,Stagnant
,,,,,
4524,Safer ERC-20,Extending ERC-20 with ERC165 and adding safeTransfer (like ERC-721 and ERC-1155),William Schwab (@wschwab),https://ethereum-magicians.org/t/why-isnt-there-an-erc-for-safetransfer-for-erc20/7604,Stagnant
,,,,,
4527,QR Code transmission protocol for wallets,QR Code data transmission protocol between wallets and offline signers.,"Aaron Chen (@aaronisme), Sora Lee (@soralit), ligi (@ligi), Dan Miller (@danjm), AndreasGassmann (@andreasgassmann), xardass (@xardass), Lixin Liu (@BitcoinLixin)",https://ethereum-magicians.org/t/add-qr-code-scanning-between-software-wallet-cold-signer-hardware-wallet/6568,Review
,,,,,
4546,Wrapped Deposits,A singleton contract for managing asset deposits.,Justice Hudson (@jchancehud),https://ethereum-magicians.org/t/wrapped-deposit-contract-eip/7740,Stagnant
,,,,,
4573,Procedures for the EVM,Introduces support for EVM Procedures.,Stagnant,Standards Track,Core
,,,,,
4626,Tokenized Vaults,Tokenized Vaults with a single underlying EIP-20 token.,"Joey Santoro (@joeysantoro), t11s (@transmissions11), Jet Jadeja (@JetJadeja), Alberto Cuesta Cañada (@alcueca), Señor Doggo (@fubuloubu)",https://ethereum-magicians.org/t/eip-4626-yield-bearing-vault-standard/7900,Final
,,,,,
4671,Non-Tradable Tokens Standard,"A standard interface for non-tradable tokens, aka badges or souldbound NFTs.","Omar Aflak (@omaraflak), Pol-Malo Le Bris, Marvin Martin (@MarvinMartin24)",https://ethereum-magicians.org/t/eip-4671-non-tradable-token/7976,Stagnant
,,,,,
4675,Multi-Fractional Non-Fungible Tokens,Fractionalize multiple NFTs using a single contract,David Kim (@powerstream3604),https://ethereum-magicians.org/t/eip-4675-multi-fractional-non-fungible-token-standard/8008,Draft
,,,,,
4736,Consensus Layer Withdrawal Protection,"Additional security for BLSToExecutionChange operation when a consensus layer mnemonic may be compromised, without changing consensus","Benjamin Chodroff (@benjaminchodroff), Jim McDonald (@mcdee)",https://ethereum-magicians.org/t/consensus-layer-withdrawal-protection/8161,Final
,,,,,
4747,Simplify EIP-161,Simplify EIP-161 and retroactively deprecate unused aspects of it,Peter Davies (@petertdavies),https://ethereum-magicians.org/t/eip-4747-simplify-eip-161/8246,Stagnant
,,,,,
4750,EOF - Functions,Individual sections for functions with `CALLF` and `RETF` instructions,"Andrei Maiboroda (@gumb0), Alex Beregszaszi (@axic), Paweł Bylica (@chfast)",https://ethereum-magicians.org/t/eip-4750-eof-functions/8195,Review
,,,,,
4758,Deactivate SELFDESTRUCT,"Deactivate SELFDESTRUCT by changing it to SENDALL, which does recover all funds to the caller but does not delete any code or storage.","Guillaume Ballet (@gballet), Vitalik Buterin (@vbuterin), Dankrad Feist (@dankrad)",https://ethereum-magicians.org/t/eip-4758-deactivate-selfdestruct/8710,Review
,,,,,
4760,SELFDESTRUCT bomb,Deactivate SELFDESTRUCT by changing it to SENDALL and stage this via a stage of exponential gas cost increases.,"Guillaume Ballet (@gballet), Vitalik Buterin (@vbuterin), Dankrad Feist (@dankrad)",https://ethereum-magicians.org/t/eip-4760-selfdestruct-bomb/8713,Stagnant
,,,,,
4762,Statelessness gas cost changes,Changes the gas schedule to reflect the costs of creating a witness by requiring clients update their database layout to match.,"Guillaume Ballet (@gballet), Vitalik Buterin (@vbuterin), Dankrad Feist (@dankrad)",https://ethereum-magicians.org/t/eip-4762-statelessness-gas-cost-changes/8714,Stagnant
,,,,,
4788,Beacon block root in the EVM,Expose beacon chain roots in the EVM,"Alex Stokes (@ralexstokes), Ansgar Dietrichs (@adietrichs), Danny Ryan (@djrtwo)",https://ethereum-magicians.org/t/eip-4788-beacon-root-in-evm/8281,Draft
,,,,,
4799,Non-Fungible Token Ownership Designation Standard,A standardized interface for designating ownership of an NFT,"David Buckman (@davidbuckman), Isaac Buckman (@isaacbuckman)",https://ethereum-magicians.org/t/erc-4799-non-fungible-token-wrapping-standard/8396,Stagnant
,,,,,
4803,Limit transaction gas to a maximum of 2^63-1,Valid transactions must have a reasonable gas limit,Alex Beregszaszi (@axic),https://ethereum-magicians.org/t/eip-4803-limit-transaction-gas-to-a-maximum-of-2-63-1/8296,Stagnant
,,,,,
4804,Web3 URL to EVM Call Message Translation,A translation of an HTTP-style Web3 URL to an EVM call message,"Qi Zhou (@qizhou), Chao Pi (@pichaoqkc), Sam Wilson (@SamWilsn)",https://ethereum-magicians.org/t/eip-4804-web3-url-to-evm-call-message-translation/8300,Final
,,,,,
4824,Common Interfaces for DAOs,An API for decentralized autonomous organizations (DAOs).,"Joshua Tan (@thelastjosh), Isaac Patka (@ipatka), Ido Gershtein <ido@daostack.io>, Eyal Eithcowich <eyal@deepdao.io>, Michael Zargham (@mzargham), Sam Furter (@nivida)",https://ethereum-magicians.org/t/eip-4824-decentralized-autonomous-organizations/8362,Draft
,,,,,
4834,Hierarchical Domains,Extremely generic name resolution,Gavin John (@Pandapip1),https://ethereum-magicians.org/t/erc-4834-hierarchical-domains-standard/8388,Final
,,,,,
4844,Shard Blob Transactions,"Shard Blob Transactions scale data-availability of Ethereum in a simple, forwards-compatible manner.","Vitalik Buterin (@vbuterin), Dankrad Feist (@dankrad), Diederik Loerakker (@protolambda), George Kadianakis (@asn-d6), Matt Garnett (@lightclient), Mofi Taiwo (@Inphi), Ansgar Dietrichs (@adietrichs)",https://ethereum-magicians.org/t/eip-4844-shard-blob-transactions/8430,Review
,,,,,
4863,Beacon chain push withdrawals,"Support validator withdrawals from the beacon chain to the EVM via a new ""push-style"" transaction type.","Alex Stokes (@ralexstokes), Danny Ryan (@djrtwo)",https://ethereum-magicians.org/t/eip-4863-beacon-chain-push-withdrawals/8465,Stagnant
,,,,,
4881,Deposit Contract Snapshot Interface,Establishing the format and endpoint for transmitting a snapshot of the deposit Merkle tree,Mark Mackey (@ethDreamer),https://ethereum-magicians.org/t/eip-4881-deposit-contract-snapshot-interface/,Review
,,,,,
4883,Composable SVG NFT,Compose an SVG NFT by concatenating the SVG with the rendered SVG of another NFT.,"Andrew B Coathup (@abcoathup), Alex (@AlexPartyPanda), Damian Martinelli (@damianmarti), blockdev (@0xbok), Austin Griffith (@austintgriffith)",https://ethereum-magicians.org/t/eip-4883-composable-svg-nft/8765,Draft
,,,,,
4885,Subscription NFTs and Multi Tokens,An interface for subscription tokens that gives holders subscriptions to NFTs and multi tokens,Jules Lai (@julesl23),https://ethereum-magicians.org/t/eip-subscription-token-standard/8531,Stagnant
,,,,,
4886,Proxy Ownership Register,"A proxy ownership register allowing trustless proof of ownership between Ethereum addresses, with delegated asset delivery",Omnus Sunmo (@omnus),https://ethereum-magicians.org/t/eip-4886-a-proxy-ownership-and-asset-delivery-register/8559,Stagnant
,,,,,
4895,Beacon chain push withdrawals as operations,"Support validator withdrawals from the beacon chain to the EVM via a new ""system-level"" operation type.","Alex Stokes (@ralexstokes), Danny Ryan (@djrtwo)",https://ethereum-magicians.org/t/eip-4895-beacon-chain-withdrawals-as-system-level-operations/8568,Final
,,,,,
4906,EIP-721 Metadata Update Extension,Add a MetadataUpdate event to EIP-721.,"Anders (@0xanders), Lance (@LanceSnow), Shrug <shrug@emojidao.org>, Nathan <nathan.gang@gemini.com>",https://ethereum-magicians.org/t/eip4906-erc-721-erc-1155-metadata-update-extension/8588,Final
,,,,,
4907,"Rental NFT, an Extension of EIP-721",Add a time-limited role with restricted permissions to EIP-721 tokens.,"Anders (@0xanders), Lance (@LanceSnow), Shrug <shrug@emojidao.org>",https://ethereum-magicians.org/t/idea-erc-721-user-and-expires-extension/8572,Final
,,,,,
4910,Royalty Bearing NFTs,"Extension of ERC-721 to correctly define, process, and pay (hierarchical) onchain NFT royalties.",Andreas Freund (@Therecanbeonlyone1969),https://ethereum-magicians.org/t/royalty-bearing-nfts/8453,Last Call
,,,,,
4931,Generic Token Upgrade Standard,Create a standard interface for upgrading ERC20 token contracts.,"John Peterson (@John-peterson-coinbase), Roberto Bayardo (@roberto-bayardo), David Núñez (@cygnusv)",https://ethereum-magicians.org/t/eip-4931-generic-token-upgrade-standard/8687,Stagnant
,,,,,
4938,eth/67 - Removal of GetNodeData,Remove GetNodeData and NodeData messages from the wire protocol,"Marius van der Wijden (@MariusVanDerWijden), Felix Lange <fjl@ethereum.org>, Gary Rong <garyrong@ethereum.org>",https://ethereum-magicians.org/t/eip-4938-removal-of-getnodedata/8893,Review
,,,,,
4944,Contract with Exactly One Non-fungible Token,An ERC-721 compatible single-token NFT,"Víctor Muñoz (@victormunoz), Josep Lluis de la Rosa (@peplluis7), Andres El-Fakdi (@Bluezfish)",https://ethereum-magicians.org/t/erc721-minting-only-one-token/8602/2,Draft
,,,,,
4950,Entangled Tokens,ERC-721 extension with two tokens minted that are tied together,"Víctor Muñoz (@victormunoz), Josep Lluis de la Rosa (@peplluis7), Easy Innova (@easyinnova)",https://ethereum-magicians.org/t/entangled-tokens/8702,Draft
,,,,,
4955,Vendor Metadata Extension for NFTs,Add a new field to NFT metadata to store vendor specific data,Ignacio Mazzara (@nachomazzara),https://ethereum-magicians.org/t/eip-4955-non-fungible-token-metadata-namespaces-extension/8746,Final
,,,,,
4972,Name-Owned Account,Name-Owned Account for Social Identity,"Shu Dong (@dongshu2013), Qi Zhou (@qizhou), Zihao Chen (@zihaoccc)",https://ethereum-magicians.org/t/eip-4972-name-owned-account/8822,Draft
,,,,,
4973,Account-bound Tokens,An interface for non-transferrable NFTs binding to an Ethereum account like a legendary World of Warcraft item binds to a character.,Tim Daubenschütz (@TimDaub),https://ethereum-magicians.org/t/eip-4973-non-transferrable-non-fungible-tokens-soulbound-tokens-or-badges/8825,Review
,,,,,
4974,Ratings,An interface for assigning and managing numerical ratings,Daniel Tedesco (@dtedesco1),https://ethereum-magicians.org/t/8805,Review
,,,,,
4987,Held token interface,Interface to query ownership and balance of held tokens,Devin Conley (@devinaconley),https://ethereum-magicians.org/t/eip-4987-held-token-standard-nfts-defi/7117,Review
,,,,,
5,Gas Usage for `RETURN` and `CALL*`,Christian Reitwiessner <c@ethdev.com>,Final,Standards Track,Core
,,,,,
5000,MULDIV instruction,Introduce a new instruction to perform x * y / z in 512-bit precision,"Harikrishnan Mulackal (@hrkrshnn), Alex Beregszaszi (@axic), Paweł Bylica (@chfast)",https://ethereum-magicians.org/t/muldiv-instruction/9930,Draft
,,,,,
5003,Insert Code into EOAs with AUTHUSURP,Allow migrating away from ECDSA by deploying code in place of an externally owned account.,"Dan Finlay (@danfinlay), Sam Wilson (@SamWilsn)",https://ethereum-magicians.org/t/eip-5003-auth-usurp-publishing-code-at-an-eoa-address/8979,Stagnant
,,,,,
5005,Zodiac Modular Accounts,Composable interoperable programmable accounts,"Auryn Macmillan (@auryn-macmillan), Kei Kreutler (@keikreutler)",https://ethereum-magicians.org/t/eip-zodiac-a-composable-design-philosophy-for-daos/8963,Review
,,,,,
5006,"Rental NFT, NFT User Extension",Add a user role with restricted permissions to ERC-1155 tokens,"Lance (@LanceSnow), Anders (@0xanders), Shrug <shrug@emojidao.org>",https://ethereum-magicians.org/t/eip5006-erc-1155-usage-rights-extension/8941,Final
,,,,,
5007,"Time NFT, ERC-721 Time Extension",Add start time and end time to ERC-721 tokens.,"Anders (@0xanders), Lance (@LanceSnow), Shrug <shrug@emojidao.org>",https://ethereum-magicians.org/t/eip-5007-eip-721-time-extension/8924,Final
,,,,,
5008,ERC-721 Nonce Extension,Add a `nonce` function to ERC-721.,"Anders (@0xanders), Lance (@LanceSnow), Shrug <shrug@emojidao.org>",https://ethereum-magicians.org/t/eip5008-eip-721-nonce-and-metadata-update-extension/8925,Last Call
,,,,,
5018,Filesystem-like Interface for Contracts,An interface to provide access to binary objects similar to filesystems.,Qi Zhou (@qizhou),https://ethereum-magicians.org/t/eip-5018-directory-standard/8958,Review
,,,,,
5022,Increase price of SSTORE from zero to non-zero to 40k gas,Green (@greenlucid),Stagnant,Standards Track,Core
,,,,,
